NAME,ACIDIC,BASIC,STATE_10,STATE_50,STATE_90
647206,3.59,0.4,acidic,acidic,acidic
92776,7.45,-6.1,acidic,neutral,neutral
139225,4.95,-0.59,acidic,acidic,acidic
950646,15.28,3.44,neutral,neutral,neutral
6772,14.78,7.2,basic,neutral,neutral
16450,9.46,-4.36,neutral,neutral,neutral
716698,8.42,12.07,basic,basic,basic
66246,,9.8,basic,basic,basic
91844,13.22,-4.74,neutral,neutral,neutral
10389,17.11,10.2,basic,basic,basic
1355685,9.37,2.7,neutral,neutral,neutral
1355686,9.36,0.66,neutral,neutral,neutral
1216,17.33,7.16,basic,neutral,neutral
305178,14.72,9.37,basic,basic,basic
319861,14.55,8.44,basic,basic,basic
1447317,11.51,8.1,basic,basic,neutral
1425376,1.79,10.59,zwiterionic,zwiterionic,zwiterionic
1425371,3.2,9.72,zwiterionic,zwiterionic,zwiterionic
1161593,12.28,6.93,basic,neutral,neutral
355839,,2.54,neutral,neutral,neutral
1430523,4.28,8.84,zwiterionic,zwiterionic,zwiterionic
823458,14.76,0.69,neutral,neutral,neutral
1425361,1.61,9.97,zwiterionic,zwiterionic,zwiterionic
426902,19.21,9.09,basic,basic,basic
1447310,10.5,8.16,basic,basic,neutral
319860,14.59,-2.5,neutral,neutral,neutral
1271889,3.96,3.05,acidic,acidic,acidic
321990,,4.95,neutral,neutral,neutral
1430528,4.28,8.84,zwiterionic,zwiterionic,zwiterionic
588090,13.12,2.58,neutral,neutral,neutral
620820,,10.12,basic,basic,basic
1425359,1.61,9.97,zwiterionic,zwiterionic,zwiterionic
1446926,11.45,8.09,basic,basic,neutral
1361775,11.08,7.19,basic,neutral,neutral
1147085,3.45,-4.91,acidic,acidic,acidic
1519682,19.6,0.92,neutral,neutral,neutral
355089,4.04,0.07,acidic,acidic,acidic
1147108,3.56,-4.9,acidic,acidic,acidic
1430514,3.86,8.86,zwiterionic,zwiterionic,zwiterionic
1264916,3.3,-4.45,acidic,acidic,acidic
1147114,3.62,-4.93,acidic,acidic,acidic
1430530,4.21,8.84,zwiterionic,zwiterionic,zwiterionic
1264923,3.5,-3.73,acidic,acidic,acidic
1447306,9.29,8.02,basic,basic,neutral
1425366,4.12,9.58,zwiterionic,zwiterionic,zwiterionic
1430529,3.23,8.84,zwiterionic,zwiterionic,zwiterionic
145212,10.73,1.78,neutral,neutral,neutral
1147099,3.2,-4.92,acidic,acidic,acidic
1147106,3.24,-4.91,acidic,acidic,acidic
1147117,4.19,,acidic,acidic,acidic
1077545,3.34,5.91,acidic,acidic,acidic
1447305,9.29,7.97,basic,basic,neutral
1425367,4.17,9.58,zwiterionic,zwiterionic,zwiterionic
1448084,13.14,8.05,basic,basic,neutral
1448088,13.34,8.11,basic,basic,neutral
355090,4.07,2.3,acidic,acidic,acidic
1442637,4.63,2.37,acidic,acidic,acidic
424727,4.19,,acidic,acidic,acidic
1430512,2.98,8.85,zwiterionic,zwiterionic,zwiterionic
424702,4.08,,acidic,acidic,acidic
1264897,3.38,,acidic,acidic,acidic
1430526,4.29,8.84,zwiterionic,zwiterionic,zwiterionic
355064,4.48,1.69,acidic,acidic,acidic
437554,10.73,3.79,neutral,neutral,neutral
1264910,3.87,,acidic,acidic,acidic
1425365,4.0,9.57,zwiterionic,zwiterionic,zwiterionic
159210,14.57,4.13,neutral,neutral,neutral
1264914,3.29,,acidic,acidic,acidic
1147076,3.35,-4.95,acidic,acidic,acidic
355494,4.54,3.52,acidic,acidic,acidic
633520,,4.87,neutral,neutral,neutral
1264905,4.17,,acidic,acidic,acidic
1147110,3.36,-4.91,acidic,acidic,acidic
410017,7.14,-5.56,acidic,acidic,neutral
1354291,4.12,-4.86,acidic,acidic,acidic
416770,13.27,1.11,neutral,neutral,neutral
333010,,2.24,neutral,neutral,neutral
416764,12.94,1.11,neutral,neutral,neutral
1540496,5.03,4.31,acidic,acidic,acidic
1176482,15.87,-2.42,neutral,neutral,neutral
1296533,7.83,-3.33,acidic,neutral,neutral
425081,10.18,-1.27,neutral,neutral,neutral
330765,14.06,9.32,basic,basic,basic
340673,13.62,2.19,neutral,neutral,neutral
305336,5.19,-4.63,acidic,acidic,acidic
305171,,9.42,basic,basic,basic
340687,13.62,2.19,neutral,neutral,neutral
330766,10.17,9.29,basic,basic,basic
351181,19.4,7.59,basic,basic,neutral
318303,3.88,-7.46,acidic,acidic,acidic
1343298,13.65,7.6,basic,basic,neutral
1060617,10.11,4.71,neutral,neutral,neutral
1343299,13.55,7.6,basic,basic,neutral
424776,8.06,-1.55,neutral,neutral,neutral
330762,14.53,9.32,basic,basic,basic
27111,11.24,9.54,basic,basic,basic
1264902,3.81,-1.03,acidic,acidic,acidic
1264917,3.11,,acidic,acidic,acidic
1147097,3.91,-4.91,acidic,acidic,acidic
2247,6.16,1.97,acidic,acidic,acidic
434992,8.25,-1.39,neutral,neutral,neutral
1264926,3.44,-3.73,acidic,acidic,acidic
1338642,4.12,-1.13,acidic,acidic,acidic
117758,3.88,-7.46,acidic,acidic,acidic
32842,6.24,2.13,acidic,acidic,acidic
16510,4.09,-8.13,acidic,acidic,acidic
252767,12.07,-1.71,neutral,neutral,neutral
1147080,3.23,-4.91,acidic,acidic,acidic
1147100,3.55,-4.91,acidic,acidic,acidic
712918,5.63,4.11,acidic,acidic,acidic
1264925,3.78,-3.74,acidic,acidic,acidic
116848,3.44,1.5,acidic,acidic,acidic
1152799,,10.1,basic,basic,basic
1263742,3.88,2.17,acidic,acidic,acidic
1077528,3.36,5.51,acidic,acidic,acidic
1077546,3.37,5.3,acidic,acidic,acidic
3489,9.52,-2.45,neutral,neutral,neutral
1077534,3.46,5.2,acidic,acidic,acidic
1077537,3.23,6.25,zwiterionic,acidic,acidic
