NAME,ACIDIC,BASIC,STATE_10,STATE_50,STATE_90
194424,13.12,-2.78,neutral,neutral,neutral
1338862,11.5,5.68,neutral,neutral,neutral
1275132,12.56,8.09,basic,basic,neutral
181098,15.6,11.29,basic,basic,basic
1166893,14.56,5.3,neutral,neutral,neutral
346550,3.74,0.85,acidic,acidic,acidic
1338865,11.56,5.68,neutral,neutral,neutral
696704,15.11,3.66,neutral,neutral,neutral
490329,14.8,5.8,neutral,neutral,neutral
796921,16.6,4.18,neutral,neutral,neutral
851342,14.87,5.02,neutral,neutral,neutral
1346276,9.55,0.95,neutral,neutral,neutral
112485,,5.05,neutral,neutral,neutral
1022237,15.09,0.51,neutral,neutral,neutral
424665,14.62,4.55,neutral,neutral,neutral
1322310,15.38,4.49,neutral,neutral,neutral
1364341,,2.47,neutral,neutral,neutral
490121,14.57,6.01,neutral,neutral,neutral
1519894,,2.8,neutral,neutral,neutral
1331873,19.7,8.17,basic,basic,neutral
1236912,13.63,-4.56,neutral,neutral,neutral
709094,13.49,4.51,neutral,neutral,neutral
1166898,13.85,5.13,neutral,neutral,neutral
359168,13.98,6.8,basic,neutral,neutral
413939,13.63,4.67,neutral,neutral,neutral
1084536,14.99,5.02,neutral,neutral,neutral
1338867,11.59,5.89,neutral,neutral,neutral
325393,9.96,-1.97,neutral,neutral,neutral
1331895,19.7,5.67,neutral,neutral,neutral
427715,14.9,8.74,basic,basic,basic
457866,14.29,1.84,neutral,neutral,neutral
416760,13.27,1.11,neutral,neutral,neutral
6914,8.89,7.95,basic,basic,neutral
305213,15.45,9.39,basic,basic,basic
346546,3.74,0.85,acidic,acidic,acidic
1342490,15.82,2.82,neutral,neutral,neutral
554884,13.36,-0.11,neutral,neutral,neutral
706601,15.31,4.56,neutral,neutral,neutral
1216383,11.0,3.38,neutral,neutral,neutral
796504,16.67,-0.91,neutral,neutral,neutral
715901,10.36,5.89,neutral,neutral,neutral
193805,13.91,5.05,neutral,neutral,neutral
653275,,8.46,basic,basic,basic
322622,,7.5,basic,basic,neutral
1430508,14.59,7.53,basic,basic,neutral
1331886,,7.01,basic,neutral,neutral
453103,12.42,5.71,neutral,neutral,neutral
462271,16.8,-7.45,neutral,neutral,neutral
107975,19.66,3.71,neutral,neutral,neutral
361755,10.19,9.09,basic,basic,basic
885261,14.96,-1.32,neutral,neutral,neutral
1354295,4.11,-4.86,acidic,acidic,acidic
473924,14.14,6.62,basic,neutral,neutral
341698,15.88,4.68,neutral,neutral,neutral
324510,3.74,0.85,acidic,acidic,acidic
310145,14.46,4.54,neutral,neutral,neutral
345952,13.75,6.53,basic,neutral,neutral
1159335,14.85,-0.66,neutral,neutral,neutral
1331884,,8.4,basic,basic,basic
102911,11.95,-4.04,neutral,neutral,neutral
284151,13.64,4.42,neutral,neutral,neutral
1339281,11.15,6.09,basic,neutral,neutral
5582,4.32,-1.36,acidic,acidic,acidic
1142777,10.14,5.65,neutral,neutral,neutral
612208,17.68,4.13,neutral,neutral,neutral
458056,10.63,7.15,basic,neutral,neutral
394057,10.94,-1.84,neutral,neutral,neutral
1338868,11.59,5.68,neutral,neutral,neutral
1159337,14.85,5.02,neutral,neutral,neutral
490119,12.98,6.0,neutral,neutral,neutral
1275126,11.71,5.89,neutral,neutral,neutral
424657,14.75,4.89,neutral,neutral,neutral
1338870,11.82,5.68,neutral,neutral,neutral
193963,13.92,5.05,neutral,neutral,neutral
448387,10.18,-1.27,neutral,neutral,neutral
644712,16.57,-1.05,neutral,neutral,neutral
1174468,8.97,9.57,basic,basic,basic
1338864,11.56,5.89,neutral,neutral,neutral
1342504,8.89,3.02,neutral,neutral,neutral
1364333,,4.7,neutral,neutral,neutral
188129,8.86,-0.95,neutral,neutral,neutral
438000,15.78,5.26,neutral,neutral,neutral
448391,10.19,8.33,basic,basic,basic
1528790,,6.92,basic,neutral,neutral
367335,11.41,-1.83,neutral,neutral,neutral
394025,10.94,-1.84,neutral,neutral,neutral
1139821,13.67,4.53,neutral,neutral,neutral
709915,11.87,4.19,neutral,neutral,neutral
1364337,,2.48,neutral,neutral,neutral
1139830,13.66,5.28,neutral,neutral,neutral
1412104,,-7.05,neutral,neutral,neutral
644819,16.57,-0.92,neutral,neutral,neutral
1428107,12.3,-0.42,neutral,neutral,neutral
588831,15.59,-2.54,neutral,neutral,neutral
164611,14.08,8.7,basic,basic,basic
437318,9.15,8.43,basic,basic,basic
1364743,,2.48,neutral,neutral,neutral
448131,10.18,-1.59,neutral,neutral,neutral
361469,8.52,7.18,basic,neutral,neutral
747369,13.77,-0.81,neutral,neutral,neutral
1425312,1.86,10.65,zwiterionic,zwiterionic,zwiterionic
1280005,12.63,3.67,neutral,neutral,neutral
327627,15.83,8.66,basic,basic,basic
233638,14.73,8.59,basic,basic,basic
394059,10.94,-1.84,neutral,neutral,neutral
413936,13.63,4.67,neutral,neutral,neutral
839778,14.7,5.36,neutral,neutral,neutral
644780,16.57,-0.97,neutral,neutral,neutral
1342496,15.96,2.64,neutral,neutral,neutral
1331894,19.7,6.74,basic,neutral,neutral
162549,14.19,-1.78,neutral,neutral,neutral
426939,,4.29,neutral,neutral,neutral
321904,6.33,-4.71,acidic,acidic,acidic
1526000,,2.12,neutral,neutral,neutral
1526001,14.39,2.06,neutral,neutral,neutral
1519895,,3.39,neutral,neutral,neutral
1068050,11.94,4.74,neutral,neutral,neutral
109718,12.66,-1.26,neutral,neutral,neutral
1139468,12.14,3.96,neutral,neutral,neutral
892209,16.55,-2.15,neutral,neutral,neutral
346338,13.75,6.22,basic,neutral,neutral
434834,14.53,4.37,neutral,neutral,neutral
1425375,1.79,10.59,zwiterionic,zwiterionic,zwiterionic
710646,12.45,4.21,neutral,neutral,neutral
1362984,19.26,9.05,basic,basic,basic
944170,12.81,-1.89,neutral,neutral,neutral
875013,,4.25,neutral,neutral,neutral
394047,10.94,-1.84,neutral,neutral,neutral
437560,8.96,7.99,basic,basic,neutral
1151015,8.08,-4.12,neutral,neutral,neutral
1099499,11.97,0.98,neutral,neutral,neutral
1519878,16.01,2.54,neutral,neutral,neutral
490193,14.57,6.01,neutral,neutral,neutral
453106,12.78,5.74,neutral,neutral,neutral
394038,10.94,-1.84,neutral,neutral,neutral
413933,13.63,4.68,neutral,neutral,neutral
1364343,,2.47,neutral,neutral,neutral
309938,15.64,4.66,neutral,neutral,neutral
644820,16.57,-1.25,neutral,neutral,neutral
1275121,11.56,2.7,neutral,neutral,neutral
1166895,14.3,5.01,neutral,neutral,neutral
1364744,,2.48,neutral,neutral,neutral
97,,7.24,basic,neutral,neutral
1166762,14.0,8.9,basic,basic,basic
1280015,12.12,3.58,neutral,neutral,neutral
165243,12.55,8.09,basic,basic,neutral
1174471,8.97,9.57,basic,basic,basic
363078,11.55,9.52,basic,basic,basic
394037,8.74,-1.84,neutral,neutral,neutral
310146,15.07,3.54,neutral,neutral,neutral
587422,13.5,4.6,neutral,neutral,neutral
358848,14.1,9.14,basic,basic,basic
632696,3.93,-1.33,acidic,acidic,acidic
1338875,11.55,5.65,neutral,neutral,neutral
1139828,13.65,4.25,neutral,neutral,neutral
1528791,,6.76,basic,neutral,neutral
456527,15.28,6.52,basic,neutral,neutral
88885,15.82,4.49,neutral,neutral,neutral
429462,12.42,3.04,neutral,neutral,neutral
1179965,,4.37,neutral,neutral,neutral
1139840,12.57,4.25,neutral,neutral,neutral
1448088,13.34,8.11,basic,basic,neutral
842839,,-1.42,neutral,neutral,neutral
1339182,11.67,5.86,neutral,neutral,neutral
453238,12.19,5.74,neutral,neutral,neutral
394060,10.94,-1.84,neutral,neutral,neutral
1331888,,6.74,basic,neutral,neutral
394036,10.94,-1.66,neutral,neutral,neutral
1366085,13.37,0.52,neutral,neutral,neutral
1166754,13.99,5.12,neutral,neutral,neutral
1052011,13.11,9.39,basic,basic,basic
41664,14.44,3.99,neutral,neutral,neutral
1346273,12.1,0.95,neutral,neutral,neutral
1177928,11.59,-2.3,neutral,neutral,neutral
394040,10.94,-1.84,neutral,neutral,neutral
378492,10.82,0.51,neutral,neutral,neutral
510393,16.42,5.07,neutral,neutral,neutral
367351,11.76,-1.75,neutral,neutral,neutral
448090,13.94,-1.68,neutral,neutral,neutral
138822,,-4.82,neutral,neutral,neutral
194179,13.15,4.98,neutral,neutral,neutral
923011,,-2.31,neutral,neutral,neutral
501975,6.89,0.22,acidic,acidic,neutral
514813,10.61,6.03,neutral,neutral,neutral
1338856,11.14,5.89,neutral,neutral,neutral
1338874,11.67,5.65,neutral,neutral,neutral
1331879,,8.24,basic,basic,neutral
997181,14.04,0.73,neutral,neutral,neutral
1358009,15.5,-3.77,neutral,neutral,neutral
342345,15.02,8.66,basic,basic,basic
323915,3.74,0.85,acidic,acidic,acidic
193962,,-3.87,neutral,neutral,neutral
1105080,13.8,-1.87,neutral,neutral,neutral
1159342,14.56,5.02,neutral,neutral,neutral
448308,10.19,-1.26,neutral,neutral,neutral
193908,13.15,-3.01,neutral,neutral,neutral
709620,9.65,4.77,neutral,neutral,neutral
459835,14.67,2.67,neutral,neutral,neutral
1383102,13.75,-2.85,neutral,neutral,neutral
410802,7.17,5.96,acidic,acidic,neutral
88437,16.11,9.04,basic,basic,basic
1338854,11.71,4.43,neutral,neutral,neutral
311345,,-3.75,neutral,neutral,neutral
883466,,2.39,neutral,neutral,neutral
1361669,13.2,-0.58,neutral,neutral,neutral
1519920,13.03,8.33,basic,basic,basic
692472,14.77,2.54,neutral,neutral,neutral
644778,16.57,-0.91,neutral,neutral,neutral
1159328,14.91,-0.93,neutral,neutral,neutral
448307,10.19,-1.26,neutral,neutral,neutral
1525549,13.45,5.05,neutral,neutral,neutral
419596,19.44,-6.63,neutral,neutral,neutral
1519888,16.01,6.56,basic,neutral,neutral
619399,14.79,-0.72,neutral,neutral,neutral
644950,16.57,-0.87,neutral,neutral,neutral
1338728,19.22,9.05,basic,basic,basic
1159340,14.87,5.02,neutral,neutral,neutral
628809,15.26,6.81,basic,neutral,neutral
166665,13.71,4.77,neutral,neutral,neutral
621398,11.82,1.79,neutral,neutral,neutral
473745,14.12,6.54,basic,neutral,neutral
33370,14.27,6.83,basic,neutral,neutral
305168,,9.42,basic,basic,basic
902476,9.2,-3.56,neutral,neutral,neutral
1102616,11.46,6.55,basic,neutral,neutral
459943,,3.41,neutral,neutral,neutral
1364330,,5.0,neutral,neutral,neutral
365916,,2.13,neutral,neutral,neutral
333476,8.65,6.6,basic,neutral,neutral
88797,12.69,7.84,basic,basic,neutral
1364342,,2.47,neutral,neutral,neutral
1210726,13.44,1.62,neutral,neutral,neutral
1166910,13.91,5.03,neutral,neutral,neutral
572910,15.81,6.06,basic,neutral,neutral
193806,13.91,5.05,neutral,neutral,neutral
1338492,11.71,5.89,neutral,neutral,neutral
162617,12.55,-1.45,neutral,neutral,neutral
376142,12.75,5.62,neutral,neutral,neutral
644898,16.57,-1.02,neutral,neutral,neutral
16328,10.96,1.51,neutral,neutral,neutral
424649,15.78,5.26,neutral,neutral,neutral
46338,8.44,7.75,basic,basic,neutral
197822,9.97,4.63,neutral,neutral,neutral
1331891,,5.95,neutral,neutral,neutral
137548,,-7.63,neutral,neutral,neutral
1101660,13.28,-6.18,neutral,neutral,neutral
559696,15.48,3.46,neutral,neutral,neutral
1364339,,2.47,neutral,neutral,neutral
645017,14.62,9.37,basic,basic,basic
1275125,11.71,2.61,neutral,neutral,neutral
189390,10.37,0.32,neutral,neutral,neutral
104773,9.96,-1.35,neutral,neutral,neutral
453104,12.42,4.45,neutral,neutral,neutral
453027,12.43,5.99,neutral,neutral,neutral
1519823,6.34,9.21,zwiterionic,zwiterionic,zwiterionic
915305,10.07,-1.04,neutral,neutral,neutral
735095,11.9,5.69,neutral,neutral,neutral
1166759,13.99,8.34,basic,basic,basic
1042417,,4.89,neutral,neutral,neutral
684925,7.85,4.03,acidic,neutral,neutral
1407485,9.13,-5.96,neutral,neutral,neutral
1384137,13.47,-1.76,neutral,neutral,neutral
305254,15.39,9.4,basic,basic,basic
1142772,11.18,4.97,neutral,neutral,neutral
347245,13.75,7.08,basic,neutral,neutral
437368,8.92,7.74,basic,basic,neutral
428708,14.33,3.71,neutral,neutral,neutral
1525986,14.59,5.58,neutral,neutral,neutral
427021,15.2,8.28,basic,basic,neutral
1344538,,9.53,basic,basic,basic
757704,14.41,-1.12,neutral,neutral,neutral
437950,15.78,5.26,neutral,neutral,neutral
453026,12.43,6.03,neutral,neutral,neutral
424727,4.19,,acidic,acidic,acidic
448132,10.17,-1.89,neutral,neutral,neutral
192030,11.24,5.41,neutral,neutral,neutral
338094,9.48,8.64,basic,basic,basic
1365769,13.03,5.99,neutral,neutral,neutral
333718,10.15,6.48,basic,neutral,neutral
1520815,5.29,7.03,zwiterionic,acidic,acidic
361405,12.28,6.61,basic,neutral,neutral
490644,12.25,8.57,basic,basic,basic
68398,8.93,2.36,neutral,neutral,neutral
570225,10.4,7.49,basic,basic,neutral
556061,12.01,9.38,basic,basic,basic
1285920,13.89,3.36,neutral,neutral,neutral
20027,6.84,6.23,zwiterionic,acidic,neutral
437511,8.98,8.0,basic,basic,neutral
170167,12.08,11.17,basic,basic,basic
427024,16.12,7.92,basic,basic,neutral
560738,3.86,7.09,zwiterionic,acidic,acidic
1519917,10.51,8.33,basic,basic,basic
305113,13.37,9.39,basic,basic,basic
1026366,16.55,-0.97,neutral,neutral,neutral
1285213,9.98,6.4,basic,neutral,neutral
324285,3.74,0.85,acidic,acidic,acidic
644711,16.57,-1.03,neutral,neutral,neutral
644666,16.57,-1.3,neutral,neutral,neutral
1101078,10.35,3.72,neutral,neutral,neutral
417916,12.76,9.19,basic,basic,basic
884017,16.54,-0.97,neutral,neutral,neutral
424667,14.75,4.56,neutral,neutral,neutral
356737,6.92,-7.52,acidic,acidic,neutral
593440,10.59,2.46,neutral,neutral,neutral
345244,,-1.72,neutral,neutral,neutral
425898,12.44,4.19,neutral,neutral,neutral
645014,16.57,-1.55,neutral,neutral,neutral
684911,11.29,-0.11,neutral,neutral,neutral
1166751,13.55,9.82,basic,basic,basic
114371,10.61,7.5,basic,basic,neutral
866748,,4.3,neutral,neutral,neutral
645016,16.57,-0.92,neutral,neutral,neutral
495245,13.32,4.5,neutral,neutral,neutral
1520167,13.04,8.33,basic,basic,basic
346595,15.36,-1.75,neutral,neutral,neutral
1322144,10.14,-1.6,neutral,neutral,neutral
1139816,13.67,4.54,neutral,neutral,neutral
1069789,8.47,,neutral,neutral,neutral
572902,16.58,6.5,basic,neutral,neutral
162589,12.55,-1.45,neutral,neutral,neutral
952511,,-0.79,neutral,neutral,neutral
438089,15.78,5.26,neutral,neutral,neutral
424668,14.75,4.56,neutral,neutral,neutral
1343289,14.94,7.6,basic,basic,neutral
1364335,,2.5,neutral,neutral,neutral
1139842,13.65,4.49,neutral,neutral,neutral
1275122,11.55,2.6,neutral,neutral,neutral
453168,11.85,6.0,neutral,neutral,neutral
417918,12.76,9.51,basic,basic,basic
323983,3.74,0.85,acidic,acidic,acidic
427080,15.21,3.33,neutral,neutral,neutral
1030961,14.87,5.02,neutral,neutral,neutral
250636,17.37,7.76,basic,basic,neutral
771639,,6.75,basic,neutral,neutral
428508,4.59,2.73,acidic,acidic,acidic
1174708,14.84,9.31,basic,basic,basic
193990,13.35,-3.0,neutral,neutral,neutral
626448,3.22,-2.9,acidic,acidic,acidic
425700,15.32,3.25,neutral,neutral,neutral
453025,12.43,6.04,neutral,neutral,neutral
459837,18.42,3.54,neutral,neutral,neutral
1010415,9.93,0.64,neutral,neutral,neutral
394058,10.94,-1.84,neutral,neutral,neutral
173090,3.76,0.93,acidic,acidic,acidic
645094,13.23,6.0,neutral,neutral,neutral
72609,15.82,10.52,basic,basic,basic
1159338,15.0,5.02,neutral,neutral,neutral
514682,10.67,6.07,basic,neutral,neutral
1068049,11.93,4.73,neutral,neutral,neutral
562309,11.53,2.03,neutral,neutral,neutral
453105,12.79,5.74,neutral,neutral,neutral
480791,12.93,5.28,neutral,neutral,neutral
17169,13.61,8.47,basic,basic,basic
984712,15.15,-4.02,neutral,neutral,neutral
1339183,11.47,5.85,neutral,neutral,neutral
441029,16.59,7.34,basic,neutral,neutral
438038,15.31,5.25,neutral,neutral,neutral
12825,18.47,-4.82,neutral,neutral,neutral
417877,12.76,7.58,basic,basic,neutral
13048,11.46,9.04,basic,basic,basic
21716,,6.03,neutral,neutral,neutral
109406,13.81,7.37,basic,neutral,neutral
342355,15.08,8.05,basic,basic,neutral
459836,18.86,3.54,neutral,neutral,neutral
164455,13.86,8.7,basic,basic,basic
346301,15.33,-1.76,neutral,neutral,neutral
192567,19.23,5.48,neutral,neutral,neutral
101074,,10.93,basic,basic,basic
863679,,2.39,neutral,neutral,neutral
1265685,13.47,6.76,basic,neutral,neutral
1139844,12.89,9.57,basic,basic,basic
205896,6.73,0.02,acidic,acidic,neutral
1230023,12.21,-3.24,neutral,neutral,neutral
1335,18.52,-0.88,neutral,neutral,neutral
448138,9.27,-6.33,neutral,neutral,neutral
346348,13.75,6.52,basic,neutral,neutral
345229,,-1.8,neutral,neutral,neutral
16365,8.99,0.16,neutral,neutral,neutral
33896,14.35,8.02,basic,basic,neutral
346349,13.75,6.52,basic,neutral,neutral
305081,,9.42,basic,basic,basic
1346290,13.12,9.16,basic,basic,basic
333475,10.15,6.61,basic,neutral,neutral
424664,14.75,4.55,neutral,neutral,neutral
511636,11.83,5.07,neutral,neutral,neutral
129195,8.34,1.08,neutral,neutral,neutral
1139445,,5.02,neutral,neutral,neutral
424663,14.75,4.55,neutral,neutral,neutral
1525989,13.93,2.0,neutral,neutral,neutral
298049,,1.69,neutral,neutral,neutral
710018,12.48,4.25,neutral,neutral,neutral
1174711,14.84,9.31,basic,basic,basic
561335,15.4,11.29,basic,basic,basic
568338,15.56,5.43,neutral,neutral,neutral
1166747,12.9,10.08,basic,basic,basic
62361,13.19,2.41,neutral,neutral,neutral
394056,13.5,-1.78,neutral,neutral,neutral
1178226,15.7,0.19,neutral,neutral,neutral
323714,3.74,0.85,acidic,acidic,acidic
1519908,14.41,2.51,neutral,neutral,neutral
731561,11.99,-0.11,neutral,neutral,neutral
1519919,12.46,8.33,basic,basic,basic
1425003,14.19,3.83,neutral,neutral,neutral
1519803,6.25,7.08,zwiterionic,acidic,acidic
822419,13.8,0.44,neutral,neutral,neutral
1342500,14.76,2.85,neutral,neutral,neutral
27721,0.36,4.85,acidic,acidic,acidic
555256,11.6,1.93,neutral,neutral,neutral
829273,18.38,-4.82,neutral,neutral,neutral
3859,13.96,8.05,basic,basic,neutral
333438,10.15,6.99,basic,neutral,neutral
1139827,13.65,5.41,neutral,neutral,neutral
1175867,3.76,-4.38,acidic,acidic,acidic
413855,10.24,4.28,neutral,neutral,neutral
217294,4.76,,acidic,acidic,acidic
153537,16.45,5.81,neutral,neutral,neutral
347062,13.75,6.59,basic,neutral,neutral
753758,,1.53,neutral,neutral,neutral
1519922,13.07,8.33,basic,basic,basic
835600,,5.27,neutral,neutral,neutral
497877,,5.87,neutral,neutral,neutral
1108540,15.01,-0.76,neutral,neutral,neutral
184427,10.25,1.48,neutral,neutral,neutral
1353123,9.36,0.66,neutral,neutral,neutral
406852,5.38,-4.83,acidic,acidic,acidic
1425311,0.95,10.37,zwiterionic,zwiterionic,zwiterionic
379964,8.76,-4.49,neutral,neutral,neutral
437593,10.73,3.74,neutral,neutral,neutral
305238,15.2,9.39,basic,basic,basic
514599,10.61,5.99,neutral,neutral,neutral
55177,14.52,1.14,neutral,neutral,neutral
322,13.54,6.15,basic,neutral,neutral
723503,,4.64,neutral,neutral,neutral
1073555,8.13,5.87,neutral,neutral,neutral
194163,,5.05,neutral,neutral,neutral
1290185,14.08,3.51,neutral,neutral,neutral
490264,14.56,6.0,neutral,neutral,neutral
1280899,19.7,9.34,basic,basic,basic
1139839,13.14,4.39,neutral,neutral,neutral
514749,11.82,6.07,basic,neutral,neutral
216025,8.42,-5.52,neutral,neutral,neutral
1343526,13.78,7.6,basic,basic,neutral
700180,7.85,9.58,zwiterionic,basic,basic
562297,11.34,1.84,neutral,neutral,neutral
453117,12.76,6.93,basic,neutral,neutral
1282795,17.26,4.34,neutral,neutral,neutral
354143,15.73,4.58,neutral,neutral,neutral
459894,,3.41,neutral,neutral,neutral
997193,19.58,9.91,basic,basic,basic
1179966,,4.41,neutral,neutral,neutral
586744,12.37,8.24,basic,basic,neutral
644715,16.57,-1.04,neutral,neutral,neutral
1174481,8.97,9.57,basic,basic,basic
1420816,13.69,2.28,neutral,neutral,neutral
